symbol,date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
SPY,2017-04-18,233.720001,234.490005,233.080002,233.869995,204.984203591954,83225800,0.0,1.0
SPY,2017-04-19,234.520004,234.949997,233.179993,233.440002,204.60731996199,68699900,0.0,1.0
SPY,2017-04-20,234.149994,235.850006,233.779999,235.339996,206.272641573339,92572200,0.0,1.0
SPY,2017-04-21,235.25,235.309998,234.130005,234.589996,205.615275703493,110389800,0.0,1.0
SPY,2017-04-24,237.179993,237.410004,234.559998,237.169998,207.876616048738,119209900,0.0,1.0
SPY,2017-04-25,237.910004,238.949997,237.809998,238.550003,209.086173631693,76698300,0.0,1.0
SPY,2017-04-26,238.509995,239.529999,238.350006,238.399994,208.954692569334,84702500,0.0,1.0
SPY,2017-04-27,238.770004,238.949997,237.979996,238.600006,209.13000065248,57410300,0.0,1.0
SPY,2017-04-28,238.899994,238.929993,237.929993,238.080002,208.674223476769,63532800,0.0,1.0
SPY,2017-05-01,238.679993,239.169998,238.199997,238.679993,209.200108284255,66882500,0.0,1.0
SPY,2017-05-02,238.839996,238.979996,238.300003,238.770004,209.279001830002,57375700,0.0,1.0
SPY,2017-05-03,238.770004,238.880005,237.699997,238.479996,209.024813348426,73137700,0.0,1.0
SPY,2017-05-04,238.830002,238.919998,237.779999,238.759995,209.270229063347,61462700,0.0,1.0
SPY,2017-05-05,239.190002,239.720001,238.679993,239.699997,210.094129373196,62001300,0.0,1.0
SPY,2017-05-08,239.75,239.919998,239.169998,239.660004,210.059075995552,48385700,0.0,1.0
SPY,2017-05-09,239.960007,240.190002,239.039993,239.440002,209.866246920755,51363200,0.0,1.0
SPY,2017-05-10,239.389999,239.869995,239.149994,239.869995,210.243130550719,54293800,0.0,1.0
SPY,2017-05-11,239.350006,239.570007,238.130005,239.380005,209.813660280631,62358300,0.0,1.0
SPY,2017-05-12,239.089996,239.429993,238.669998,238.979996,209.463057261656,53912700,0.0,1.0
SPY,2017-05-15,239.470001,240.440002,239.449997,240.300003,210.620027328,61918900,0.0,1.0
SPY,2017-05-16,240.639999,240.669998,239.630005,240.080002,210.42719912969,51241800,0.0,1.0
SPY,2017-05-17,240.080002,240.080002,235.75,235.820007,206.693365371406,172174100,0.0,1.0
SPY,2017-05-18,235.729996,237.75,235.429993,236.770004,207.526026177081,107047700,0.0,1.0
SPY,2017-05-19,237.330002,239.080002,237.270004,238.309998,208.875812170903,115011400,0.0,1.0
SPY,2017-05-22,238.899994,239.710007,238.820007,239.520004,209.936367699848,61010600,0.0,1.0
SPY,2017-05-23,239.949997,240.240005,239.509995,240.050003,210.400905371384,48341700,0.0,1.0
SPY,2017-05-24,240.320007,240.729996,239.929993,240.610001,210.891736801227,46927700,0.0,1.0
SPY,2017-05-25,241.199997,242.080002,240.960007,241.759995,211.89969254273,64071700,0.0,1.0
SPY,2017-05-26,241.539993,241.899994,241.449997,241.710007,211.855878669261,43404500,0.0,1.0
SPY,2017-05-30,241.339996,241.789993,241.160004,241.5,211.671810090289,35201900,0.0,1.0
SPY,2017-05-31,241.839996,241.880005,240.639999,241.440002,211.619222573677,91796000,0.0,1.0
SPY,2017-06-01,241.970001,243.380005,241.639999,243.360001,213.302078323994,68962000,0.0,1.0
SPY,2017-06-02,243.419998,244.350006,243.080002,244.169998,214.012030833964,88666100,0.0,1.0
SPY,2017-06-05,243.970001,244.300003,243.759995,243.990005,213.854269160616,44698800,0.0,1.0
SPY,2017-06-06,243.339996,243.979996,243.119995,243.210007,213.170610408952,50375400,0.0,1.0
SPY,2017-06-07,243.600006,243.919998,242.830002,243.660004,213.565027301396,54144300,0.0,1.0
SPY,2017-06-08,243.770004,244.330002,243.169998,243.779999,213.670201458132,65950700,0.0,1.0
SPY,2017-06-09,244.089996,245.009995,241.949997,243.410004,213.345905344781,132256400,0.0,1.0
SPY,2017-06-12,243.130005,243.419998,242.380005,243.360001,213.302078323994,86108100,0.0,1.0
SPY,2017-06-13,243.979996,244.610001,243.580002,244.550003,214.345100590458,60067000,0.0,1.0
SPY,2017-06-14,244.860001,244.869995,243.289993,244.240005,214.073391117231,78602300,0.0,1.0
SPY,2017-06-15,242.679993,243.910004,242.360001,243.770004,213.661440962306,66464900,0.0,1.0
SPY,2017-06-16,242.770004,242.830002,241.630005,242.639999,213.707985095355,84553100,1.1831,1.0
SPY,2017-06-19,243.589996,244.729996,243.479996,244.660004,215.487127859168,65123800,0.0,1.0
SPY,2017-06-20,244.25,244.259995,242.990005,243.009995,214.033863351122,56906400,0.0,1.0
SPY,2017-06-21,243.460007,243.589996,242.410004,242.949997,213.981019418783,55977600,0.0,1.0
SPY,2017-06-22,242.960007,243.529999,242.639999,242.839996,213.884134765942,44148100,0.0,1.0
SPY,2017-06-23,242.910004,243.509995,242.470001,243.130005,214.13956354646,66986800,0.0,1.0
SPY,2017-06-26,243.899994,244.380005,243.050003,243.289993,214.280474827619,56700500,0.0,1.0
SPY,2017-06-27,243.039993,243.380005,241.309998,241.330002,212.554190088329,82247700,0.0,1.0
SPY,2017-06-28,242.5,243.720001,242.229996,243.490005,214.45663770963,70042600,0.0,1.0
SPY,2017-06-29,243.660004,243.720001,239.960007,241.350006,212.571808842663,106949700,0.0,1.0
SPY,2017-06-30,242.279999,242.710007,241.580002,241.800003,212.96814890434,69340100,0.0,1.0
SPY,2017-07-03,242.880005,243.380005,242.210007,242.210007,213.329264668773,39153800,0.0,1.0
SPY,2017-07-05,242.630005,243.009995,241.699997,242.770004,213.822488502529,54427600,0.0,1.0
SPY,2017-07-06,241.889999,242.029999,240.339996,240.550003,211.86719694889,65400800,0.0,1.0
SPY,2017-07-07,241.210007,242.279999,240.559998,242.110001,213.241183227768,56062000,0.0,1.0
SPY,2017-07-10,241.95,242.8,241.76,242.37,213.47018035374,36663274,0.0,1.0
SPY,2017-07-11,242.16,242.55,240.85,242.19,213.311643272155,50290920,0.0,1.0
SPY,2017-07-12,243.3,244.2,243.3,244.01,214.914629319289,59610405,0.0,1.0
SPY,2017-07-13,244.02,244.55,243.76,244.42,215.275741560676,39471637,0.0,1.0
SPY,2017-07-14,244.43,245.97,244.31,245.56,216.279809744045,60234284,0.0,1.0
SPY,2017-07-17,245.47,245.91,245.33,245.53,216.253386897115,33502556,0.0,1.0
SPY,2017-07-18,245.06,245.72,244.67,245.66,216.367885900481,42742498,0.0,1.0
SPY,2017-07-19,246.02,247.0,246.01,246.99,217.539298781079,51034260,0.0,1.0
SPY,2017-07-20,247.28,247.42,246.47,247.1,217.636182553159,47095050,0.0,1.0
SPY,2017-07-21,246.44,246.91,246.18,246.88,217.442415009,88711019,0.0,1.0
SPY,2017-07-24,246.79,246.98,246.28,246.82,217.389569315138,46607836,0.0,1.0
SPY,2017-07-25,247.68,247.8,247.16,247.42,217.918026253754,54915591,0.0,1.0
SPY,2017-07-26,247.75,247.79,247.13,247.43,217.926833869397,47575422,0.0,1.0
SPY,2017-07-27,247.96,248.0,245.68,247.2,217.724258709594,70766568,0.0,1.0
SPY,2017-07-28,246.65,247.06,246.13,246.91,217.46883785593,50088359,0.0,1.0
SPY,2017-07-31,247.37,247.48,246.53,246.77,217.34553123692,65838659,0.0,1.0
SPY,2017-08-01,247.46,247.5,246.716,247.32,217.829950097318,55050401,0.0,1.0
SPY,2017-08-02,247.47,247.6,246.37,247.44,217.935641485041,47211216,0.0,1.0
SPY,2017-08-03,247.31,247.34,246.64,246.96,217.512875934148,40785699,0.0,1.0
SPY,2017-08-04,247.52,247.79,246.97,247.41,217.90921863811,60191838,0.0,1.0
SPY,2017-08-07,247.49,247.87,247.37,247.87,218.314368957715,31995021,0.0,1.0
SPY,2017-08-08,247.51,248.91,246.83,247.26,217.777104403456,61719353,0.0,1.0
SPY,2017-08-09,246.47,247.31,246.06,247.25,217.768296787812,62523195,0.0,1.0
SPY,2017-08-10,246.29,246.44,243.7,243.76,214.694438928199,120361520,0.0,1.0
SPY,2017-08-11,244.02,244.8,243.75,244.12,215.011513091368,74869947,0.0,1.0
SPY,2017-08-14,245.59,246.79,245.55,246.54,217.142956077117,73291919,0.0,1.0
SPY,2017-08-15,246.98,247.0,246.16,246.51,217.116533230187,55242746,0.0,1.0
SPY,2017-08-16,247.11,247.57,246.45,246.94,217.495260702861,56573941,0.0,1.0
SPY,2017-08-17,246.24,246.6,243.09,243.09,214.104328680078,128490396,0.0,1.0
SPY,2017-08-18,242.9,244.19,242.2,242.71,213.769639285622,136747986,0.0,1.0
SPY,2017-08-21,242.64,243.2,241.83,242.9,213.93698398285,65469736,0.0,1.0
SPY,2017-08-22,243.57,245.62,243.55,245.44,216.174118356322,63140101,0.0,1.0
SPY,2017-08-23,244.33,245.05,244.16,244.56,215.399048179686,50203837,0.0,1.0
SPY,2017-08-24,245.0,245.18,243.75,243.99,214.897014088001,50741671,0.0,1.0
SPY,2017-08-25,244.9,245.61,244.39,244.56,215.399048179686,64445912,0.0,1.0
SPY,2017-08-28,245.17,245.2,244.09,244.57,215.40785579533,40565606,0.0,1.0
SPY,2017-08-29,243.06,245.15,242.93,244.85,215.65446903335,51135715,0.0,1.0
SPY,2017-08-30,244.83,246.32,244.62,246.01,216.676152448007,62030805,0.0,1.0
SPY,2017-08-31,246.72,247.77,246.05,247.49,217.979679563259,103803880,0.0,1.0
SPY,2017-09-01,247.92,248.33,247.67,247.84,218.287946110784,62006989,0.0,1.0
SPY,2017-09-05,247.26,247.52,244.95,246.06,216.720190526225,91398777,0.0,1.0
SPY,2017-09-06,246.84,247.28,246.23,246.9,217.460030240287,57916867,0.0,1.0
SPY,2017-09-07,247.25,247.27,246.4,246.87,217.433607393356,58034730,0.0,1.0
SPY,2017-09-08,246.54,247.11,246.3,246.58,217.178186539692,63832825,0.0,1.0
SPY,2017-09-11,248.04,249.3,248.02,249.21,219.494589453956,71364848,0.0,1.0
SPY,2017-09-12,249.63,250.09,249.42,250.05,220.234429168018,56896027,0.0,1.0
SPY,2017-09-13,249.72,250.21,249.59,250.17,220.340120555741,59228002,0.0,1.0
SPY,2017-09-14,249.8,250.32,249.6,250.09,220.269659630593,95446349,0.0,1.0
SPY,2017-09-15,248.69,249.29,248.57,249.19,220.564339550226,95432382,1.2346,1.0
SPY,2017-09-18,249.61,250.12,249.28,249.72,221.033455887004,46235238,0.0,1.0
SPY,2017-09-19,250.0,250.07,249.6,249.97,221.254737177937,47108148,0.0,1.0
SPY,2017-09-20,250.07,250.19,248.92,250.06,221.334398442673,59574083,0.0,1.0
SPY,2017-09-21,249.88,249.98,249.19,249.39,220.741364582973,48211398,0.0,1.0
SPY,2017-09-22,249.05,249.63,249.02,249.44,220.785620841159,51214032,0.0,1.0
SPY,2017-09-25,249.15,249.55,248.08,248.93,220.334207007656,57064357,0.0,1.0
SPY,2017-09-26,249.42,249.7,248.81,249.08,220.466975782216,54081959,0.0,1.0
SPY,2017-09-27,249.88,250.49,248.87,250.05,221.325547191035,81001426,0.0,1.0
SPY,2017-09-28,249.73,250.44,249.63,250.35,221.591084740155,44778841,0.0,1.0
SPY,2017-09-29,250.34,251.32,250.13,251.23,222.369994884239,85578002,0.0,1.0
SPY,2017-10-02,251.49,252.32,251.29,252.32,223.334781312706,59022985,0.0,1.0
SPY,2017-10-03,252.32,252.89,252.23,252.86,223.812748901121,66810169,0.0,1.0
SPY,2017-10-04,252.69,253.44,252.56,253.16,224.07828645024,55953619,0.0,1.0
SPY,2017-10-05,253.54,254.68,253.2,254.66,225.405974195837,63522757,0.0,1.0
SPY,2017-10-06,254.15,254.7,253.85,254.37,225.149287898355,80645998,0.0,1.0
SPY,2017-10-09,254.63,254.7,253.65,253.95,224.777535329588,35803138,0.0,1.0
SPY,2017-10-10,254.6,255.05,253.98,254.62,225.370569189288,43057363,0.0,1.0
SPY,2017-10-11,254.51,255.02,254.32,255.02,225.724619254781,47674325,0.0,1.0
SPY,2017-10-12,254.66,255.06,254.37,254.64,225.388271692563,47065144,0.0,1.0
SPY,2017-10-13,255.14,255.27,254.64,254.95,225.662660493319,54800435,0.0,1.0
SPY,2017-10-16,255.21,255.51,254.82,255.29,225.963603048988,38221675,0.0,1.0
SPY,2017-10-17,255.23,255.52,254.98,255.47,226.12292557846,31560964,0.0,1.0
SPY,2017-10-18,255.9,255.95,255.5,255.72,226.344206869393,40888330,0.0,1.0
SPY,2017-10-19,254.83,255.83,254.35,255.79,226.406165630854,61903788,0.0,1.0
SPY,2017-10-20,256.7,257.14,255.77,257.11,227.574530846979,89176377,0.0,1.0
SPY,2017-10-23,257.48,257.51,256.02,256.11,226.689405683248,63915306,0.0,1.0
SPY,2017-10-24,256.6,256.83,256.15,256.56,227.087712006927,66935910,0.0,1.0
SPY,2017-10-25,256.18,256.31,254.0,255.29,225.963603048988,103715291,0.0,1.0
SPY,2017-10-26,255.99,256.3,255.48,255.62,226.255694353019,69797972,0.0,1.0
SPY,2017-10-27,256.47,257.89,255.63,257.71,228.105605945218,85562544,0.0,1.0
SPY,2017-10-30,256.47,257.6,256.41,256.75,227.255885788036,54285687,0.0,1.0
SPY,2017-10-31,257.18,257.44,256.81,257.15,227.609935853528,60304781,0.0,1.0
SPY,2017-11-01,258.04,258.43,257.07,257.49,227.910878409197,54202736,0.0,1.0
SPY,2017-11-02,257.41,257.75,256.19,257.59,227.99939092557,56449535,0.0,1.0
SPY,2017-11-03,257.77,258.5,257.3,258.45,228.760598566379,59589730,0.0,1.0
SPY,2017-11-06,258.3,259.0,258.22,258.85,229.114648631872,49652598,0.0,1.0
SPY,2017-11-07,258.97,259.35,258.09,258.67,228.9553261024,57502161,0.0,1.0
SPY,2017-11-08,258.47,259.22,258.15,259.11,229.344781174442,50469579,0.0,1.0
SPY,2017-11-09,257.73,258.39,256.36,258.17,228.512763520534,93981044,0.0,1.0
SPY,2017-11-10,257.73,258.29,257.37,258.09,228.441953507436,59984662,0.0,1.0
SPY,2017-11-13,257.31,258.59,257.27,258.33,228.654383546731,50228648,0.0,1.0
SPY,2017-11-14,257.41,257.85,256.52,257.73,228.123308448493,61315152,0.0,1.0
SPY,2017-11-15,256.62,257.22,255.63,256.44,226.981496987279,80811525,0.0,1.0
SPY,2017-11-16,257.52,259.04,257.47,258.62,228.911069844214,67777027,0.0,1.0
SPY,2017-11-17,258.22,258.59,257.77,257.86,228.238374719778,75756833,0.0,1.0
SPY,2017-11-20,258.14,258.52,257.86,258.3,228.62782979182,48075514,0.0,1.0
SPY,2017-11-21,259.18,260.2,258.26,259.99,230.123691318526,69176799,0.0,1.0
SPY,2017-11-22,260.0,260.15,259.57,259.76,229.920112530867,45033392,0.0,1.0
SPY,2017-11-24,260.32,260.48,260.16,260.36,230.451187629106,27856514,0.0,1.0
SPY,2017-11-27,260.41,260.75,260.0,260.23,230.336121357821,52274922,0.0,1.0
SPY,2017-11-28,260.76,262.9,260.65,262.87,232.672851790072,98971719,0.0,1.0
SPY,2017-11-29,263.02,263.63,262.2,262.71,232.531231763875,77512102,0.0,1.0
SPY,2017-11-30,263.76,266.05,263.67,265.01,234.567019640457,127894389,0.0,1.0
SPY,2017-12-01,264.76,265.31,260.76,264.46,234.080200800405,164390902,0.0,1.0
SPY,2017-12-04,266.31,266.8,264.08,264.14,233.796960748011,94040560,0.0,1.0
SPY,2017-12-05,263.19,265.15,263.04,263.19,232.956091842466,77994544,0.0,1.0
SPY,2017-12-06,263.3,263.73,262.71,263.24,233.000348100653,75898566,0.0,1.0
SPY,2017-12-07,264.07,264.43,262.94,264.07,233.73500198655,77218569,0.0,1.0
SPY,2017-12-08,265.16,265.52,264.03,265.51,235.009582222323,76563873,0.0,1.0
SPY,2017-12-11,266.31,266.38,265.48,266.31,235.717682353308,83077533,0.0,1.0
SPY,2017-12-12,267.21,267.32,266.35,266.78,236.133691180262,85195750,0.0,1.0
SPY,2017-12-13,267.06,267.56,266.65,266.75,236.10713742535,102905409,0.0,1.0
SPY,2017-12-14,267.09,267.22,265.6,265.66,235.142350996883,100666692,0.0,1.0
SPY,2017-12-15,265.45,267.04,265.39,266.51,237.090806228935,144610290,1.3513,1.0
SPY,2017-12-18,268.1,268.6,267.98,268.2,238.594252488088,83653572,0.0,1.0
SPY,2017-12-19,268.48,268.53,267.09,267.17,237.677950921859,82382876,0.0,1.0
SPY,2017-12-20,268.27,268.33,266.69,267.03,237.553405077905,76751500,0.0,1.0
SPY,2017-12-21,267.74,268.39,267.3,267.58,238.042692322008,67032339,0.0,1.0
SPY,2017-12-22,267.6,267.64,266.9,267.51,237.980419400031,78720873,0.0,1.0
SPY,2017-12-26,267.05,267.44,266.89,267.19,237.695743185281,45244433,0.0,1.0
SPY,2017-12-27,267.38,267.73,267.01,267.32,237.811392897523,57750986,0.0,1.0
SPY,2017-12-28,267.89,267.92,267.45,267.87,238.300680141626,45116139,0.0,1.0
SPY,2017-12-29,268.53,268.55,266.64,266.86,237.402170838819,96007424,0.0,1.0
SPY,2018-01-02,267.84,268.81,267.4,268.77,239.101331995613,86655749,0.0,1.0
SPY,2018-01-03,268.96,270.64,268.96,270.47,240.613674386477,90070416,0.0,1.0
SPY,2018-01-04,271.2,272.16,270.54,271.61,241.627833401527,80636408,0.0,1.0
SPY,2018-01-05,272.51,273.56,271.95,273.42,243.238033241212,83523995,0.0,1.0
SPY,2018-01-08,273.31,274.1,272.98,273.92,243.68283982676,57319192,0.0,1.0
SPY,2018-01-09,274.4,275.25,274.08,274.54,244.23439999284,57253957,0.0,1.0
SPY,2018-01-10,273.68,274.42,272.92,274.12,243.860762460979,69574318,0.0,1.0
SPY,2018-01-11,274.75,276.12,274.56,276.12,245.639988803173,62361455,0.0,1.0
SPY,2018-01-12,276.42,278.11,276.08,277.92,247.241292511146,90816076,0.0,1.0
SPY,2018-01-16,279.35,280.09,276.18,276.97,246.396159998605,106555142,0.0,1.0
SPY,2018-01-17,278.03,280.05,276.97,279.61,248.744738770299,113258799,0.0,1.0
SPY,2018-01-18,279.48,279.96,278.58,279.14,248.326620579884,100728006,0.0,1.0
SPY,2018-01-19,279.8,280.41,279.14,280.41,249.456429307177,140920098,0.0,1.0
SPY,2018-01-22,280.17,282.69,280.11,282.69,251.484747337277,91322408,0.0,1.0
SPY,2018-01-23,282.74,283.62,282.37,283.29,252.018515239935,97084700,0.0,1.0
SPY,2018-01-24,284.02,284.7,281.84,283.18,251.920657791114,134816117,0.0,1.0
SPY,2018-01-25,284.16,284.27,282.4,283.3,252.027411371646,84587313,0.0,1.0
SPY,2018-01-26,284.25,286.63,283.96,286.58,254.945342572842,107743119,0.0,1.0
SPY,2018-01-29,285.93,286.43,284.5,284.68,253.255077547759,90118337,0.0,1.0
SPY,2018-01-30,282.6,284.74,281.22,281.76,250.657407088157,131796419,0.0,1.0
SPY,2018-01-31,282.73,283.3,280.68,281.9,250.78195293211,118948131,0.0,1.0
SPY,2018-02-01,281.07,283.06,280.68,281.58,250.49727671736,90102470,0.0,1.0
SPY,2018-02-02,280.08,280.23,275.41,275.45,245.043947978538,173174790,0.0,1.0
SPY,2018-02-05,273.45,275.85,263.31,263.93,234.795604247506,294681816,0.0,1.0
SPY,2018-02-06,259.94,269.7,258.7,269.13,239.421592737208,355026782,0.0,1.0
SPY,2018-02-07,268.5,272.36,267.58,267.67,238.122757507407,167376100,0.0,1.0
SPY,2018-02-08,268.01,268.17,257.59,257.63,229.191041269598,246449505,0.0,1.0
SPY,2018-02-09,260.8,263.61,252.92,261.5,232.633844241741,283565315,0.0,1.0
SPY,2018-02-12,263.83,267.01,261.66,265.34,236.049958818752,143735976,0.0,1.0
SPY,2018-02-13,263.97,266.62,263.31,266.0,236.637103511676,81223640,0.0,1.0
SPY,2018-02-14,264.31,270.0,264.3,269.59,239.830814795912,120735685,0.0,1.0
SPY,2018-02-15,271.57,273.04,268.77,273.03,242.891084104484,111200286,0.0,1.0
SPY,2018-02-16,272.32,275.32,272.27,273.11,242.962253158172,160420135,0.0,1.0
SPY,2018-02-20,272.03,273.67,270.5,271.4,241.441014635597,86369662,0.0,1.0
SPY,2018-02-21,271.9,274.72,269.94,270.05,240.240036854617,98883740,0.0,1.0
SPY,2018-02-22,271.1,273.05,269.64,270.4,240.5514014645,110511290,0.0,1.0
SPY,2018-02-23,271.79,274.71,271.25,274.71,244.385634231926,92766428,0.0,1.0
SPY,2018-02-26,275.93,278.01,275.26,277.9,247.223500247724,86491406,0.0,1.0
SPY,2018-02-27,278.11,278.92,274.36,274.43,244.136542544019,99099165,0.0,1.0
SPY,2018-02-28,275.68,276.19,271.29,271.65,241.663417928371,121907767,0.0,1.0
